item,itemLabel,party,partyLabel,area,areaLabel,startDate,endDate,gender,sourceDate,source,psid
Q491437,정동영,,,Q50500548,전주시 병,2016-05-30,2020-05-29,male,,,Q491437-60266056-A5E4-4104-85A3-2CF3EB2C45B5
Q50062431,심재철,,,Q50501351,안양시 동안구 을,2016-05-30,2020-05-29,male,,,Q50062431-5256c9a1-42b7-7e75-a68f-b9c5c0065679
Q5103931,최경환,,,Q50503912,경상북도 경산시,2016-05-30,2019-07-11,male,,,Q5103931-845268B0-594F-4270-B881-35C0FAFACFA7
Q55728334,김정호,,,Q31179704,김해시 을,2018-06-14,2020-05-29,male,2022-08-01,https://ko.wikipedia.org/wiki/%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD_%EC%A0%9C20%EB%8C%80_%EA%B5%AD%ED%9A%8C%EC%9D%98%EC%9B%90_%EB%AA%A9%EB%A1%9D_(%EC%A7%80%EC%97%AD%EA%B5%AC%EB%B3%84),Q55728334-46d1e2e3-4183-6d77-f18e-8f1d37621195
Q55730831,서삼석,,,Q50501112,전라남도 영암군무안군신안군,2018-06-14,2020-05-29,male,,,Q55730831-220059ef-4994-0107-2830-60e21e368638
Q55731119,송갑석,,,Q31179457,서구 갑,2018-06-14,2020-05-29,male,,,Q55731119-d2045bdd-45b8-ee7a-0139-1218bfbc5817
Q55732943,윤일규,,,Q50499854,천안시 병,2018-06-14,2020-05-29,male,,,Q55732943-1a9fc076-480b-a6cb-9f25-554a51c98acd
Q55732959,윤준호,,,Q31179726,해운대구 을,2018-06-14,2020-05-29,male,2022-08-01,https://ko.wikipedia.org/wiki/%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD_%EC%A0%9C20%EB%8C%80_%EA%B5%AD%ED%9A%8C%EC%9D%98%EC%9B%90_%EB%AA%A9%EB%A1%9D_(%EC%A7%80%EC%97%AD%EA%B5%AC%EB%B3%84),Q55732959-148bc95f-481c-6f99-2dfd-617caf22ce4b
Q55733110,이규희,,,Q50499163,천안시 갑,2018-06-14,2020-05-29,,,,Q55733110-0c2139ca-429e-4ce4-2374-414e59e09c88
Q55733229,이상헌,,,Q4986788,북구,2018-06-14,2020-05-29,male,2022-08-01,https://ko.wikipedia.org/wiki/%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD_%EC%A0%9C20%EB%8C%80_%EA%B5%AD%ED%9A%8C%EC%9D%98%EC%9B%90_%EB%AA%A9%EB%A1%9D_(%EC%A7%80%EC%97%AD%EA%B5%AC%EB%B3%84),Q55733229-b7abcbb6-40f0-97f7-e809-3227e4f5cb4d
Q55733555,이후삼,,,Q50502178,충청북도 제천시단양군,2018-06-14,2020-05-29,,,,Q55733555-915c0e66-4296-64a6-c799-f37886db5ef3
Q57912222,임재훈,,,Q50506172,비례대표 국회의원 선거구,2018-10-01,2020-05-29,male,2022-08-01,https://ko.wikipedia.org/wiki/%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD_%EC%A0%9C20%EB%8C%80_%EA%B5%AD%ED%9A%8C%EC%9D%98%EC%9B%90_%EB%AA%A9%EB%A1%9D_(%EC%A7%80%EC%97%AD%EA%B5%AC%EB%B3%84),Q57912222-5267b339-424a-ff85-487b-76f6cc2295c2
Q624217,박지원,,,Q50500817,전라남도 목포시,2016-05-30,2020-05-29,male,,,Q624217-0467e20d-4607-593c-5dd3-e6a2bf60c6ac
Q62690074,정점식,,,Q31179699,통영시·고성군,2019-04-04,2020-05-29,male,,,Q62690074-37b66421-3be9-4942-a3c8-914ea036bc4f
Q6408593,김두관,,,Q50499422,김포시 갑,2016-05-30,2020-05-29,male,,,Q6408593-947B7ED1-C3B2-4E43-B57C-A4D0311ECD08
Q6514941,이상돈,,,Q50506172,비례대표 국회의원 선거구,2016-05-30,2020-05-29,male,2022-08-01,https://ko.wikipedia.org/wiki/%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD_%EC%A0%9C20%EB%8C%80_%EA%B5%AD%ED%9A%8C%EC%9D%98%EC%9B%90_%EB%AA%A9%EB%A1%9D_(%EC%A7%80%EC%97%AD%EA%B5%AC%EB%B3%84),Q6514941-FDE5B433-3304-4C18-8294-EA4BFA152F29
Q6956410,나경원,,,Q31180228,동작구 을,2016-05-30,2020-05-29,female,,,Q6956410-FB4A2A68-7062-4C22-859D-E9392CEEF668
Q85414433,허윤정,,,Q50506172,비례대표 국회의원 선거구,2020-01-30,2020-05-29,female,,,Q85414433-cb836e15-4e0a-b321-1dbd-0927af60f2fb
